지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,서울,2025-01-28 21:00,-4.9,,0,,2.9,,270,,70,,3,-9.5,1008.6,,1019.6,,,9,,9,1.9,0,9,9,Sc,7,1734,,5,-0.8,,-0.7,-0.4,0.1,0.7
108,서울,2025-01-28 22:00,-5,,,9,3.3,,290,,70,,3,-9.6,1009,,1020,,,9,,9,1.9,,9,9,Sc,7,1602,,5,-0.8,,-0.7,-0.4,0.1,0.7
108,서울,2025-01-28 23:00,-5.2,,,9,2.2,,270,,73,,3,-9.2,1009.4,,1020.5,,,9,,9,1.9,,9,9,Sc,6,1264,,5,-0.8,,-0.8,-0.4,0.1,0.7
108,서울,2025-01-29 0:00,-5.2,,0,,2.5,,250,,77,,3.2,-8.6,1009.8,,1020.9,,,9,,9,1.9,0.1,9,9,,,673,,5,-0.8,,-0.7,-0.4,0.2,0.7
108,서울,2025-01-29 1:00,-5.1,,,9,2,,250,,78,,3.3,-8.3,1010.1,,1021.2,,,9,,9,1.9,,9,9,Sc,8,1403,,5,-0.8,,-0.7,-0.4,0.1,0.7
108,서울,2025-01-29 2:00,-4.8,,,9,2.8,,270,,77,,3.3,-8.2,1010.2,,1021.2,,,9,,9,1.9,,9,9,Sc,8,1190,,5,-0.9,,-0.7,-0.4,0.2,0.7
108,서울,2025-01-29 3:00,-4.7,,0,,3,,290,,81,,3.5,-7.4,1010.6,,1021.6,,,9,,9,1.9,0,9,9,Sc,5,497,,5,-0.9,,-0.7,-0.4,0.2,0.7
108,서울,2025-01-29 4:00,-5.2,,,9,3.3,,290,,82,,3.4,-7.7,1010.7,,1021.8,,,9,,9,2.2,,9,9,Sc,5,281,,5,-0.9,,-0.7,-0.4,0.2,0.7
108,서울,2025-01-29 5:00,-5.4,,,9,2.7,,270,,85,,3.5,-7.5,1010.7,,1021.8,,,9,,9,2.9,,8,8,Sc,5,328,,5,-0.9,,-0.7,-0.4,0.2,0.7
108,서울,2025-01-29 6:00,-5.8,,0.2,,3,,290,,84,,3.3,-8,1011,,1022.1,,,9,,9,2.9,1,8,8,Sc,5,779,,5,-0.9,,-0.8,-0.4,0.2,0.7
108,서울,2025-01-29 7:00,-6.2,,,9,2,,270,,80,,3.1,-9,1011.7,,1022.8,,,9,,9,2.9,,8,8,Sc,6,1121,,5,-1,,-0.7,-0.4,0.2,0.7
108,서울,2025-01-29 8:00,-6.3,,,9,1.6,,290,,80,,3.1,-9.1,1012.4,,1023.5,,0,,0.02,,2.9,,8,8,Sc,6,992,,5,-1,,-0.7,-0.4,0.2,0.7
108,서울,2025-01-29 9:00,-6.4,,0,,2.3,,290,,80,,3,-9.2,1013.4,,1024.5,,0.1,,0.21,,2.9,0,6,6,Sc,4,555,,5,-1,,-0.7,-0.4,0.2,0.7
108,서울,2025-01-29 10:00,-5.3,,,9,2.6,,270,,73,,3,-9.3,1014.1,,1025.2,,0.7,,0.71,,2.8,,8,8,Sc,4,1380,,5,-0.7,,-0.8,-0.6,-0.2,0.3
108,서울,2025-01-29 11:00,-4.5,,,9,3.4,,270,,68,,3,-9.5,1014.5,,1025.6,,0.2,,0.89,,2.6,,8,8,Sc,5,2150,,5,-0.6,,-0.8,-0.6,-0.2,0.3
108,서울,2025-01-29 12:00,-3.6,,0,,3.6,,270,,62,,2.9,-9.8,1014.2,,1025.2,,0.7,,1.85,,2,0,6,6,Sc,6,2145,,5,-0.5,,-0.8,-0.6,-0.2,0.3
108,서울,2025-01-29 13:00,-2.1,,,9,4.4,,270,,51,,2.7,-10.9,1013.5,,1024.5,,0.9,,2.34,,1.3,,4,4,Sc,9,2251,,,-0.4,,-0.8,-0.6,-0.2,0.3
108,서울,2025-01-29 14:00,-1.5,,,9,4.4,,250,,50,,2.8,-10.5,1013.3,,1024.2,,1,,2.51,,0.8,,6,6,Sc,10,1998,,,-0.4,,-0.8,-0.6,-0.2,0.3
108,서울,2025-01-29 15:00,-2.3,,,9,4.5,,270,,54,,2.8,-10.3,1013.6,,1024.6,,0.8,,1.65,,0.7,,5,5,Sc,9,2339,,,-0.4,,-0.7,-0.6,-0.2,0.3
108,서울,2025-01-29 16:00,-1.9,,,9,4.5,,270,,47,,2.5,-11.7,1013.8,,1024.8,,0.9,,1.31,,0.5,,1,1,Sc,13,2718,,,-0.4,,-0.7,-0.6,-0.2,0.3
108,서울,2025-01-29 17:00,-2.5,,,9,3.3,,290,,45,,2.3,-12.8,1013.8,,1024.8,,1,,0.7,,0.5,,0,0,,,2990,,,-0.4,,-0.8,-0.6,-0.2,0.3
108,서울,2025-01-29 18:00,-3.6,,,9,3.2,,270,,53,,2.5,-11.8,1014.2,,1025.2,,0.4,,0.16,,0.5,,0,0,,,2726,,,-0.5,,-0.8,-0.5,0,0.5
108,서울,2025-01-29 19:00,-4.3,,,9,2.8,,270,,56,,2.5,-11.7,1014.5,,1025.6,,,9,,9,0.4,,0,0,,,3188,,,-0.8,,-0.8,-0.5,0,0.6
108,서울,2025-01-29 20:00,-4.7,,,9,2.9,,270,,55,,2.4,-12.3,1014.7,,1025.8,,,9,,9,0.4,,0,0,,,3577,,,-1.3,,-0.9,-0.5,0,0.6
108,서울,2025-01-29 21:00,-5,,,9,3,,270,,57,,2.4,-12.2,1015.1,,1026.2,,,9,,9,0.4,,0,0,,,3839,,,-2,,-0.9,-0.5,0.1,0.6
108,서울,2025-01-29 22:00,-5.4,,,9,2.7,,270,,56,,2.3,-12.8,1015.4,,1026.5,,,9,,9,0.4,,0,0,,,4078,,,-2.5,,-0.9,-0.5,0,0.6
108,서울,2025-01-29 23:00,-5.4,,,9,2.8,,250,,59,,2.4,-12.1,1015.6,,1026.7,,,9,,9,0.4,,5,1,,14,3595,,,-2.7,,-0.9,-0.5,0,0.6
108,서울,2025-01-30 0:00,-5.5,,,9,2.6,,270,,58,,2.4,-12.4,1015.6,,1026.7,,,9,,9,0.4,,0,0,,,3666,,,-2.9,,-1,-0.6,0,0.5
108,서울,2025-01-30 1:00,-5.9,,,,2.5,,270,,61,,2.4,-12.2,1015.9,,1027.1,,,9,,9,0.4,,5,2,,17,3262,,,-3,,-1,-0.6,0.1,0.6
108,서울,2025-01-30 2:00,-6.2,,,,2.2,,250,,63,,2.4,-12.1,1016.3,,1027.5,,,9,,9,0.4,,1,1,,18,3023,,,-3.3,,-1.1,-0.6,0,0.6
108,서울,2025-01-30 3:00,-6.6,,,,0.9,,270,,63,,2.4,-12.4,1016.5,,1027.7,,,9,,9,0.4,,5,5,Sc,14,3253,,,-3.4,,-1.1,-0.7,0,0.6
108,서울,2025-01-30 4:00,-6.5,,,,1.7,,270,,62,,2.3,-12.5,1016.1,,1027.3,,,9,,9,0.4,,5,5,Sc,13,3308,,,-3.5,,-1.2,-0.7,0.1,0.6
108,서울,2025-01-30 5:00,-7.1,,,,1.2,,270,,62,,2.2,-13.1,1016.4,,1027.6,,,9,,9,0.4,,6,6,Sc,13,3329,,,-3.7,,-1.2,-0.8,0.1,0.6
108,서울,2025-01-30 6:00,-7.2,,,,1.2,,320,,62,,2.2,-13.2,1016.7,,1027.9,,,9,,9,0.4,,6,6,Sc,15,3319,,,-3.9,,-1.3,-0.8,0.1,0.6
108,서울,2025-01-30 7:00,-7.3,,,,1.7,,270,,61,,2.2,-13.5,1016.8,,1028,,,9,,9,0.4,,6,6,Sc,14,3192,,,-3.9,,-1.4,-0.9,0.1,0.6
108,서울,2025-01-30 8:00,-7.4,,,,1.1,,320,,62,,2.2,-13.4,1017.2,,1028.4,,0,,0.01,,0.4,,4,4,Sc,14,3082,,,-3.9,,-1.4,-0.9,0.1,0.6
108,서울,2025-01-30 9:00,-7,,,,1.2,,360,,63,,2.3,-12.8,1017.7,,1028.9,,0.2,,0.26,,0.4,,6,6,Sc,12,2929,,,-2.9,,-0.8,-0.9,0.1,0.6
108,서울,2025-01-30 10:00,-5.2,,,,1.4,,290,,54,,2.3,-13,1017.9,,1029,,0.9,,0.87,,0.3,,2,2,Sc,11,3317,,,-1.2,,-0.6,-1,-0.2,0.3
108,서울,2025-01-30 11:00,-3.4,,,,1.2,,200,,47,,2.2,-13.1,1018.1,,1029.2,,0.7,,1.22,,0.3,,8,8,Sc,12,3019,,,-0.6,,-0.5,-0.9,-0.1,0.4
108,서울,2025-01-30 12:00,-2.3,,,,1.4,,250,,39,,2,-14.4,1017.5,,1028.5,,0.3,,1.4,,0.3,,1,1,Sc,11,3637,,,-0.3,,-0.4,-0.8,-0.2,0.4
108,서울,2025-01-30 13:00,-1.2,,,,2.8,,250,,34,,1.9,-15,1017,,1028,,0.5,,1.72,,0.3,,8,8,Sc,12,3434,,,0,,-0.3,-0.8,-0.1,0.4
108,서울,2025-01-30 14:00,-1.3,,,,2.6,,200,,35,,1.9,-14.8,1016.6,,1027.6,,0.1,,1.15,,0.2,,8,8,Sc,12,3579,,,0.3,,-0.3,-0.7,-0.1,0.4
108,서울,2025-01-30 15:00,-1.3,,,,1.9,,250,,33,,1.8,-15.5,1016.7,,1027.7,,0,,0.71,,,,9,9,Sc,11,3820,,,0,,-0.3,-0.7,-0.1,0.4
108,서울,2025-01-30 16:00,-1.7,,,,2.4,,250,,30,,1.6,-17,1016.7,,1027.7,,0,,0.4,,,,9,9,Sc,10,4590,,,-0.2,,-0.3,-0.7,-0.2,0.4
108,서울,2025-01-30 17:00,-1.7,,,,2.1,,290,,32,,1.7,-16.2,1016.9,,1027.9,,0,,0.21,,,,9,9,Sc,12,3816,,,-0.2,,-0.2,-0.7,-0.2,0.4
108,서울,2025-01-30 18:00,-1.8,,,,1.5,,290,,34,,1.8,-15.6,1016.7,,1027.7,,0,,0.06,,,,9,9,Sc,11,3881,,,-0.2,,-0.2,-0.7,-0.2,0.4
108,서울,2025-01-30 19:00,-1.8,,,,1.2,,250,,36,,1.9,-14.9,1016.9,,1027.9,,,9,,9,,,9,9,,11,3790,,,-0.3,,-0.2,-0.7,-0.2,0.4
108,서울,2025-01-30 20:00,-1.9,,,,0.9,,250,,35,,1.9,-15.3,1016.9,,1027.9,,,9,,9,,,9,9,,10,3868,,,-0.5,,-0.2,-0.7,-0.2,0.4
108,서울,2025-01-30 21:00,-2.1,,,,1,,340,,38,,2,-14.5,1016.7,,1027.7,,,9,,9,,,8,8,Sc,14,3651,,,-0.6,,-0.2,-0.7,-0.2,0.4
108,서울,2025-01-30 22:00,-1.9,,,,1,,360,,37,,2,-14.6,1016.9,,1027.9,,,9,,9,,,9,8,,9,3579,,,-0.7,,-0.3,-0.7,-0.2,0.3
108,서울,2025-01-30 23:00,-2,,,,1.3,,20,,40,,2.1,-13.8,1016.8,,1027.8,,,9,,9,,,9,9,,8,3673,,,-0.9,,-0.3,-0.7,-0.2,0.4
108,서울,2025-01-31 0:00,-1.8,,,,1.4,,50,,41,,2.2,-13.3,1016.6,,1027.6,,,9,,9,,,9,9,Sc,8,3523,,,-1.1,,-0.3,-0.7,-0.2,0.3
108,서울,2025-01-31 1:00,-1.6,,,,1.6,,50,,41,,2.2,-13.1,1016.3,,1027.3,,,9,,9,,,9,8,,7,3460,,,-1.3,,-0.3,-0.7,-0.2,0.3
108,서울,2025-01-31 2:00,-1.9,,,,1.5,,50,,43,,2.3,-12.8,1016.1,,1027.1,,,9,,9,,,9,9,,7,3689,,,-1.4,,-0.3,-0.7,-0.2,0.4
108,서울,2025-01-31 3:00,-1.7,,0,,1.9,,50,,46,,2.5,-11.8,1016.3,,1027.3,,,9,,9,,,9,9,Sc,7,2744,,5,-1.4,,-0.3,-0.7,-0.2,0.4
108,서울,2025-01-31 4:00,-1.9,,,9,1.4,,70,,55,,2.9,-9.7,1016.1,,1027.1,,,9,,9,0.1,,9,9,Sc,7,1373,,5,-1.3,,-0.3,-0.8,-0.2,0.4
108,서울,2025-01-31 5:00,-2.3,,,9,2.1,,50,,68,,3.5,-7.4,1015.8,,1026.8,,,9,,9,0.1,,9,9,Sc,7,2004,,5,-1.4,,-0.3,-0.8,-0.2,0.4
108,서울,2025-01-31 6:00,-2.5,,0,,1.2,,70,,72,,3.7,-6.8,1016.1,,1027.1,,,9,,9,0.2,0.2,9,9,Sc,7,1640,,5,-1.4,,-0.3,-0.8,-0.2,0.3
108,서울,2025-01-31 7:00,-2.6,,,9,2.5,,50,,77,,3.9,-6,1016.4,,1027.4,,,9,,9,0.2,,9,9,Sc,7,1317,,5,-1.4,,-0.3,-0.8,-0.2,0.4
108,서울,2025-01-31 8:00,-2.4,,,9,2.5,,50,,81,,4.2,-5.2,1016.8,,1027.8,,0,,0.01,,0.3,,9,9,Sc,6,1366,,5,-1.3,,-0.4,-0.8,-0.2,0.4
108,서울,2025-01-31 9:00,-2.1,,0.1,,2.5,,70,,82,,4.3,-4.7,1016.9,,1027.9,,0,,0.1,,0.3,0.1,9,9,Sc,6,906,,5,-1,,-0.4,-0.8,-0.2,0.4
108,서울,2025-01-31 10:00,-1.9,,,9,2.6,,50,,83,,4.4,-4.4,1017.2,,1028.2,,0,,0.25,,0.4,,9,9,Sc,7,698,,5,-0.7,,-0.3,-0.8,-0.2,0.3
108,서울,2025-01-31 11:00,-1.5,,,9,3.2,,50,,82,,4.5,-4.1,1016.9,,1027.9,,0,,0.19,,0.4,,9,9,Sc,6,1232,,5,-0.6,,-0.3,-0.7,-0.2,0.4
108,서울,2025-01-31 12:00,-0.9,,0,,2,,70,,79,,4.5,-4,1016.5,,1027.5,,0,,0.32,,0.3,0.1,9,9,Sc,6,1147,,5,-0.5,,-0.3,-0.7,-0.2,0.4
108,서울,2025-01-31 13:00,-0.6,,,9,1.6,,70,,81,,4.8,-3.4,1015.9,,1026.8,,0,,0.23,,0.3,,9,9,Sc,6,670,,5,-0.4,,-0.3,-0.7,-0.2,0.4
108,서울,2025-01-31 14:00,-0.7,,,9,2.5,,70,,87,,5.1,-2.5,1015.5,,1026.4,,0,,0.2,,1,,10,10,St,4,155,,5,-0.4,,-0.3,-0.7,-0.2,0.4
108,서울,2025-01-31 15:00,-0.4,,1.4,,2.9,,50,,90,,5.4,-1.8,1014.7,,1025.6,,0,,0.26,,2,1.7,10,10,St,4,153,,5,-0.4,,-0.2,-0.7,-0.2,0.4
108,서울,2025-01-31 16:00,-0.2,,,9,2.5,,50,,90,,5.4,-1.6,1014.1,,1025,,0,,0.19,,2.3,,10,10,St,4,406,,5,-0.4,,-0.2,-0.7,-0.2,0.3
108,서울,2025-01-31 17:00,-0.1,,,9,2.5,,50,,90,,5.5,-1.5,1014,,1024.9,,0,,0.06,,2.4,,10,10,St,5,516,,5,-0.4,,-0.2,-0.7,-0.2,0.3
108,서울,2025-01-31 18:00,0,,0.6,,1.7,,50,,91,,5.6,-1.2,1014.2,,1025.1,,0,,0.02,,2.6,0.6,10,10,St,3,299,,5,-0.4,,-0.2,-0.6,-0.2,0.4
108,서울,2025-01-31 19:00,0.2,,,9,1.5,,50,,92,,5.7,-0.9,1014.5,,1025.4,,,9,,9,2.7,,10,10,St,5,348,,5,-0.4,,-0.2,-0.6,-0.2,0.3
108,서울,2025-01-31 20:00,0.3,,,9,1.2,,70,,92,,5.8,-0.8,1014.6,,1025.5,,,9,,9,2.9,,10,10,St,5,315,,5,-0.4,,-0.2,-0.6,-0.2,0.4
108,서울,2025-01-31 21:00,0.4,,0.3,,2.1,,70,,91,,5.7,-0.9,1014.5,,1025.4,,,9,,9,2.9,0.3,10,10,St,4,513,,1905,-0.4,,-0.2,-0.6,-0.2,0.3
108,서울,2025-01-31 22:00,0.6,,,9,1.7,,70,,91,,5.8,-0.7,1014.4,,1025.3,,,9,,9,2.9,,9,9,Sc,9,590,,1905,-0.4,,-0.2,-0.6,-0.2,0.3
108,서울,2025-01-31 23:00,0.6,,,9,0.9,,50,,90,,5.8,-0.8,1014.6,,1025.5,,,9,,9,2.8,,10,10,,9,463,,19,-0.4,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-01 0:00,0.6,,0,,1.5,,50,,90,,5.8,-0.8,1014.2,,1025.1,,,9,,9,2.8,0,9,9,,,546,,19,-0.4,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-01 1:00,0.4,,,,1.2,,50,,90,,5.7,-1,1013.7,,1024.6,,,9,,9,2.8,,10,1,,34,571,,19,-0.5,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-01 2:00,-0.1,,,,2.2,,20,,91,,5.6,-1.3,1013.3,,1024.2,,,9,,9,2.8,,9,9,,33,405,,19,-0.6,,-0.2,-0.6,-0.2,0.4
108,서울,2025-02-01 3:00,-0.5,,,,0.8,,50,,91,,5.4,-1.7,1013.3,,1024.2,,,9,,9,2.8,,8,0,Ci,,411,,19,-0.7,,-0.2,-0.6,-0.2,0.4
108,서울,2025-02-01 4:00,-1,,,,1.1,,50,,91,,5.2,-2.2,1013.1,,1024,,,9,,9,2.8,,8,4,AcCi,33,446,,19,-0.9,,-0.2,-0.6,-0.2,0.4
108,서울,2025-02-01 5:00,-1.4,,,,1.4,,20,,91,,5,-2.6,1012.9,,1023.8,,,9,,9,2.8,,8,3,AcCi,33,458,,19,-1,,-0.2,-0.6,-0.2,0.4
108,서울,2025-02-01 6:00,-1.8,,,,1.4,,50,,90,,4.8,-3.2,1012.6,,1023.5,,,9,,9,2.8,,9,0,Ci,,629,,19,-1.1,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-01 7:00,-2,,,,1.8,,20,,89,,4.7,-3.5,1012.5,,1023.5,,,9,,9,2.7,,9,0,Ci,,678,,19,-1.1,,-0.2,-0.7,-0.2,0.3
108,서울,2025-02-01 8:00,-2,,,,1.5,,50,,88,,4.6,-3.7,1012.8,,1023.8,,0,,0,,2.7,,9,0,Ci,,643,,19,-1.2,,-0.2,-0.7,-0.2,0.3
108,서울,2025-02-01 9:00,-1.6,,,,1.7,,50,,88,,4.8,-3.3,1012.5,,1023.4,,0,,0.21,,2.7,,9,0,Ci,,763,,19,-1.1,,-0.3,-0.7,-0.2,0.3
108,서울,2025-02-01 10:00,-0.4,,,,2.2,,50,,82,,4.9,-3.1,1011.9,,1022.8,,0,,0.51,,2.7,,9,0,Ci,,795,,19,-0.8,,-0.3,-0.7,-0.2,0.3
108,서울,2025-02-01 11:00,1.5,,,,2.7,,70,,77,,5.2,-2.1,1011.6,,1022.4,,0.8,,1.15,,2.5,,9,0,Ci,,989,,19,-0.5,,-0.3,-0.7,-0.2,0.3
108,서울,2025-02-01 12:00,2.6,,,,2.5,,50,,74,,5.5,-1.5,1010.9,,1021.6,,1,,1.4,,2.2,,8,0,Ci,,1040,,19,-0.4,,-0.2,-0.7,-0.2,0.3
108,서울,2025-02-01 13:00,3.8,,,,1.4,,50,,69,,5.6,-1.3,1009.9,,1020.6,,1,,1.85,,1.6,,3,0,Ci,,1206,,,-0.3,,-0.2,-0.7,-0.2,0.3
108,서울,2025-02-01 14:00,5.5,,,,1.4,,340,,64,,5.8,-0.7,1008.8,,1019.4,,1,,2.12,,0.2,,0,0,,,1319,,,-0.3,,-0.2,-0.5,0.2,0.8
108,서울,2025-02-01 15:00,7.2,,,,0.9,,180,,59,,6,-0.2,1008.5,,1019,,1,,1.79,,,,0,0,,,1098,,,-0.3,,-0.2,-0.5,0.2,0.7
108,서울,2025-02-01 16:00,7.8,,,,1.1,,250,,55,,5.8,-0.6,1008.8,,1019.3,,1,,1.29,,,,0,0,,,1185,,,0.2,,-0.2,-0.5,0.2,0.8
108,서울,2025-02-01 17:00,6.9,,,,2.4,,270,,52,,5.2,-2.2,1008.8,,1019.4,,1,,0.66,,,,0,0,,,1429,,,-0.1,,-0.2,-0.5,0.2,0.7
108,서울,2025-02-01 18:00,5,,,,1.6,,270,,52,,4.5,-4,1009,,1019.6,,0.5,,0.17,,,,0,0,,,1726,,,-0.2,,-0.2,-0.6,-0.2,0.4
108,서울,2025-02-01 19:00,3.7,,,,1.1,,290,,56,,4.5,-4.2,1009.1,,1019.8,,,9,,9,,,0,0,,,1701,,,-0.2,,-0.1,-0.6,-0.2,0.3
108,서울,2025-02-01 20:00,2.6,,,,1.9,,270,,63,,4.6,-3.7,1009.2,,1019.9,,,9,,9,,,0,0,,,1425,,,-0.2,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-01 21:00,1.7,,,,1.4,,290,,68,,4.7,-3.5,1009.3,,1020.1,,,9,,9,,,0,0,,,1333,,,-0.4,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-01 22:00,0.9,,,,2,,270,,70,,4.6,-3.9,1009.2,,1020,,,9,,9,,,0,0,,,1285,,,-0.6,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-01 23:00,0.3,,,,0.6,,200,,70,,4.4,-4.5,1009.1,,1019.9,,,9,,9,,,0,0,,,1447,,,-0.7,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-02 0:00,0,,,,2.8,,70,,72,,4.4,-4.4,1009.1,,1019.9,,,9,,9,,,0,0,,,1449,,,-0.8,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-02 1:00,-0.4,,,,0.7,,230,,75,,4.5,-4.2,1009.6,,1020.5,,,9,,9,,,3,0,,,1237,,,-1,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-02 2:00,-1.1,,,,0.7,,290,,79,,4.5,-4.2,1009.7,,1020.6,,,9,,9,,,0,0,,,1028,,,-1.2,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-02 3:00,-1.3,,,,0.9,,20,,82,,4.6,-3.9,1009.8,,1020.7,,,9,,9,,,5,0,Ci,,1030,,,-1.5,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-02 4:00,-1.4,,,,1.1,,360,,78,,4.3,-4.7,1009.8,,1020.7,,,9,,9,,,3,0,Ci,,1403,,,-1.8,,-0.2,-0.6,-0.2,0.4
108,서울,2025-02-02 5:00,-1.8,,,,1.6,,50,,81,,4.3,-4.6,1009.5,,1020.4,,,9,,9,,,0,0,,,1398,,,-2,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-02 6:00,-2.2,,,,2.2,,20,,81,,4.2,-5,1009,,1019.9,,,9,,9,,,0,0,,,1407,,,-2.3,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-02 7:00,-2,,,,0.3,,0,,83,,4.4,-4.5,1009,,1019.9,,,9,,9,,,5,0,Ci,,1322,,,-2.5,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-02 8:00,-2.4,,,,1.8,,20,,84,,4.3,-4.7,1009,,1019.9,,0.1,,0.02,,,,1,0,Ci,,1256,,,-2.6,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-02 9:00,-1.5,,,,1.6,,70,,84,,4.6,-3.8,1008.5,,1019.4,,0.9,,0.34,,,,0,0,,,1768,,,-1.7,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-02 10:00,1.1,,,,0.5,,270,,74,,4.9,-3,1009,,1019.8,,1,,1.08,,,,0,0,,,1812,,,-0.5,,-0.2,-0.7,-0.2,0.3
108,서울,2025-02-02 11:00,4.2,,,,1.9,,200,,66,,5.5,-1.5,1009.1,,1019.8,,1,,1.66,,,,1,0,Ci,,1611,,,0,,-0.3,-0.6,-0.2,0.3
108,서울,2025-02-02 12:00,4.9,,,,2.2,,290,,58,,5,-2.6,1008.1,,1018.7,,1,,1.94,,,,5,0,Ci,,1481,,,1.5,,-0.3,-0.6,-0.2,0.3
108,서울,2025-02-02 13:00,5.2,,,,3.1,,290,,54,,4.8,-3.3,1006.9,,1017.5,,1,,2.06,,,,4,0,Ci,,1855,,,3.3,,-0.3,-0.6,-0.2,0.3
108,서울,2025-02-02 14:00,6.4,,,,3,,250,,50,,4.8,-3.2,1006.8,,1017.3,,1,,1.86,,,,8,0,Ci,,2110,,,4,,-0.3,-0.6,-0.2,0.3
108,서울,2025-02-02 15:00,6.6,,,,2.8,,270,,42,,4.1,-5.4,1005.9,,1016.4,,1,,1.5,,,,8,0,Ci,,2499,,,4.4,,-0.3,-0.6,-0.2,0.3
108,서울,2025-02-02 16:00,6.2,,,,2.9,,270,,47,,4.5,-4.2,1006.4,,1017,,0.7,,1,,,,8,2,AcCi,27,2224,,,2.4,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-02 17:00,5.2,,,,2.6,,270,,53,,4.7,-3.6,1006.1,,1016.7,,0.1,,0.47,,,,9,2,AcCi,28,2081,,,0.9,,-0.2,-0.6,-0.2,0.4
108,서울,2025-02-02 18:00,3.7,,,,4.3,,250,,52,,4.2,-5.2,1006.4,,1017.1,,0,,0.11,,,,3,0,Ci,,2389,,,-0.2,,-0.1,-0.6,-0.2,0.3
108,서울,2025-02-02 19:00,2.2,,,,2.9,,250,,55,,3.9,-5.9,1006.9,,1017.6,,,9,,9,,,7,7,,21,2413,,,-0.2,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-02 20:00,1.7,,,,2.7,,250,,60,,4.2,-5.2,1006.5,,1017.2,,,9,,9,,,7,7,,20,2207,,,-0.2,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-02 21:00,1.5,,,,1.9,,250,,68,,4.6,-3.7,1006.4,,1017.1,,,9,,9,,,7,7,Sc,18,1428,,,-0.3,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-02 22:00,1.7,,,9,2.7,,250,,75,,5.2,-2.2,1006.3,,1017,,,9,,9,,,7,7,Sc,14,808,,1905,-0.3,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-02 23:00,1.3,,,9,3,,270,,77,,5.2,-2.2,1006.4,,1017.2,,,9,,9,,,7,6,,16,620,,19,-0.4,,-0.1,-0.6,-0.2,0.3
108,서울,2025-02-03 0:00,0.6,,0,,3.3,,250,,70,,4.5,-4.2,1006.7,,1017.5,,,9,,9,,,0,0,,,960,,19,-0.5,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-03 1:00,0.4,,,,3.6,,270,,72,,4.5,-4,1007.2,,1018,,,9,,9,,,8,8,,13,851,,19,-0.4,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-03 2:00,0,,,,4,,270,,60,,3.7,-6.8,1007.5,,1018.3,,,9,,9,,,9,8,,9,1392,,19,-0.6,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-03 3:00,-0.7,,,,3.8,,270,,57,,3.3,-8.1,1007.7,,1018.5,,,9,,9,,,0,0,,,1537,,,-0.9,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-03 4:00,-1.6,,,,1.9,,270,,61,,3.3,-8.1,1007,,1017.9,,,9,,9,,,0,0,,,1309,,,-1.1,,-0.2,-0.6,-0.2,0.3
108,서울,2025-02-03 5:00,-2,,,,3.9,,250,,66,,3.5,-7.5,1007.4,,1018.3,,,9,,9,,,0,0,,,1170,,,-1.4,,-0.2,-0.4,0.2,0.7
108,서울,2025-02-03 6:00,-3,,,,4.3,,270,,59,,2.9,-9.9,1007.4,,1018.3,,,9,,9,,,0,0,,,1761,,,-1.9,,-0.2,-0.5,0.1,0.6
108,서울,2025-02-03 7:00,-4.1,,,,3.8,,270,,60,,2.7,-10.7,1007.4,,1018.4,,,9,,9,,,0,0,,,2168,,,-2.5,,-0.2,-0.5,0.1,0.6
